골프장명,골프장지역명,"대중제,회원제",18,사용일자,사용시간,성별코드,나이,"도민,비도민",판매업체명
우리들CC,서귀포권,대중제,18,20210601,85420,1,40.0,도민,통화
그린필드CC(구 제피로스),제주시권,회원제,18,20210727,101216,2,40.0,도민,통화
크라운CC,동부권,회원제,27,20210727,101341,2,40.0,도민,통화
제주CC,제주시권,대중제,18,20210727,101718,1,20.0,도민,통화
더클래식CC,동부권,대중제,18,20210727,101804,1,20.0,도민,통화
더클래식CC,동부권,대중제,18,20210727,101828,1,50.0,도민,통화
더클래식CC,동부권,대중제,18,20210727,101901,1,50.0,도민,통화
더클래식CC,동부권,대중제,18,20210727,101930,1,20.0,도민,통화
아덴힐GC,서부권,대중제,18,20210727,102018,1,40.0,도민,통화
부영CC,동부권,대중제,27,20210727,102316,1,20.0,도민,통화
타미우스CC,서부권,회원제,27,20210727,102346,1,20.0,도민,통화
우리들CC,서귀포권,대중제,18,20210601,85424,1,40.0,도민,통화
더클래식CC,동부권,대중제,18,20210727,102444,1,20.0,도민,통화
중문GC,서귀포권,대중제,18,20210727,103929,1,50.0,도민,통화
플라자CC제주,제주시권,대중제,9,20210727,104154,1,50.0,도민,통화
더클래식CC,동부권,대중제,18,20210727,105537,1,50.0,도민,통화
오라CC ,제주시권,회원제+대중제,36,20210727,110900,2,60.0,도민,통화
더클래식CC,동부권,대중제,18,20210727,111031,2,60.0,도민,통화
사이프러스CC,동부권,회원제+대중제,36,20210601,85454,1,40.0,도민,통화
에버리스CC,서부권,회원제,27,20210727,111041,1,40.0,도민,통화
에버리스CC,서부권,회원제,27,20210727,111441,2,60.0,도민,통화
제주CC,제주시권,대중제,18,20210727,111916,1,40.0,도민,통화
한라산CC,제주시권,대중제,18,20210727,111939,1,40.0,도민,통화
아덴힐GC,서부권,대중제,18,20210727,112230,0,40.0,도민,통화
제주CC,제주시권,대중제,18,20210727,112322,1,50.0,도민,통화
라온GC,서부권,대중제,27,20210727,112336,0,40.0,도민,통화
스프링데일CC,동부권,대중제,18,20210727,112425,1,50.0,도민,통화
세인트포CC,동부권,대중제,36,20210601,85510,1,40.0,도민,통화
제주CC,제주시권,대중제,18,20210727,112607,1,50.0,도민,통화
더클래식CC,동부권,대중제,18,20210727,114948,1,20.0,도민,통화
라온GC,서부권,대중제,27,20210727,120438,2,40.0,도민,통화
스프링데일CC,동부권,대중제,18,20210601,85527,1,40.0,도민,통화
해비치CC,동부권,회원제+대중제,36,20210727,121253,1,40.0,도민,통화
중문GC,서귀포권,대중제,18,20210727,121529,2,30.0,도민,통화
플라자CC제주,제주시권,대중제,9,20210727,123822,1,40.0,도민,통화
크라운CC,동부권,회원제,27,20210727,123828,1,40.0,도민,통화
부영CC,동부권,대중제,27,20210727,124016,1,40.0,도민,통화
제주CC,제주시권,대중제,18,20210727,124125,1,40.0,도민,통화
세인트포CC,동부권,대중제,36,20210727,124305,1,40.0,도민,통화
부영CC,동부권,대중제,27,20210727,125855,2,40.0,도민,통화
부영CC,동부권,대중제,27,20210727,130247,1,50.0,도민,통화
해비치CC,동부권,회원제+대중제,36,20210727,130250,1,40.0,도민,통화
에코랜드GC,동부권,대중제,27,20210601,85551,1,40.0,도민,통화
세인트포CC,동부권,대중제,36,20210727,130522,1,40.0,도민,통화
크라운CC,동부권,회원제,27,20210727,130819,1,40.0,도민,통화
더클래식CC,동부권,대중제,18,20210727,134929,1,20.0,도민,통화
제주CC,제주시권,대중제,18,20210727,135329,1,20.0,도민,통화
엘리시안CC,서부권,회원제+대중제,36,20210601,85611,1,40.0,도민,통화
제주CC,제주시권,대중제,18,20210727,135644,1,20.0,도민,통화
제주CC,제주시권,대중제,18,20210727,135833,1,40.0,도민,통화
제주CC,제주시권,대중제,18,20210727,141245,1,50.0,도민,통화
중문GC,서귀포권,대중제,18,20210727,141442,1,50.0,도민,통화
플라자CC제주,제주시권,대중제,9,20210727,142242,1,40.0,도민,통화
제주CC,제주시권,대중제,18,20210727,142623,1,40.0,도민,통화
에버리스CC,서부권,회원제,27,20210727,151624,1,30.0,도민,통화
부영CC,동부권,대중제,27,20210727,153017,1,40.0,도민,통화
부영CC,동부권,대중제,27,20210727,153110,2,50.0,도민,통화
오라CC ,제주시권,회원제+대중제,36,20210601,85625,1,40.0,도민,통화
아덴힐GC,서부권,대중제,18,20210727,153200,1,40.0,도민,통화
아덴힐GC,서부권,대중제,18,20210727,153408,1,40.0,도민,통화
더클래식CC,동부권,대중제,18,20210727,153555,2,50.0,도민,통화
중문GC,서귀포권,대중제,18,20210727,154325,1,10.0,도민,통화
세인트포CC,동부권,대중제,36,20210727,161527,0,40.0,도민,통화
한라산CC,제주시권,대중제,18,20210727,161903,0,40.0,도민,통화
부영CC,동부권,대중제,27,20210727,164840,1,50.0,도민,통화
스프링데일CC,동부권,대중제,18,20210727,164919,1,50.0,도민,통화
더클래식CC,동부권,대중제,18,20210727,165036,1,50.0,도민,통화
우리들CC,서귀포권,대중제,18,20210601,85634,1,40.0,도민,통화
플라자CC제주,제주시권,대중제,9,20210727,171444,1,40.0,도민,통화
제주CC,제주시권,대중제,18,20210727,172230,1,40.0,도민,통화
한라산CC,제주시권,대중제,18,20210727,172611,1,40.0,도민,통화
제주CC,제주시권,대중제,18,20210727,181749,2,50.0,도민,통화
한라산CC,제주시권,대중제,18,20210727,181821,2,50.0,도민,통화
한라산CC,제주시권,대중제,18,20210727,181855,1,40.0,도민,통화
타미우스CC,서부권,회원제,27,20210727,195152,1,30.0,도민,통화
더클래식CC,동부권,대중제,18,20210727,204146,1,40.0,도민,통화
해비치CC,동부권,회원제+대중제,36,20210728,61621,1,50.0,도민,통화
중문GC,서귀포권,대중제,18,20210728,75304,2,30.0,도민,통화
크라운CC,동부권,회원제,27,20210601,85651,1,40.0,도민,통화
중문GC,서귀포권,대중제,18,20210728,90533,1,40.0,도민,통화
크라운CC,동부권,회원제,27,20210728,92958,2,40.0,도민,통화
부영CC,동부권,대중제,27,20210728,100356,1,50.0,도민,통화
제주CC,제주시권,대중제,18,20210728,101820,2,30.0,도민,통화
에버리스CC,서부권,회원제,27,20210728,103354,1,60.0,도민,통화
더클래식CC,동부권,대중제,18,20210728,104501,1,50.0,도민,통화
더클래식CC,동부권,대중제,18,20210728,105435,1,50.0,도민,통화
플라자CC제주,제주시권,대중제,9,20210601,85702,1,40.0,도민,통화
제주CC,제주시권,대중제,18,20210728,112624,1,50.0,도민,통화
부영CC,동부권,대중제,27,20210728,112834,1,50.0,도민,통화
부영CC,동부권,대중제,27,20210728,113201,1,40.0,도민,통화
중문GC,서귀포권,대중제,18,20210728,113310,1,40.0,도민,통화
부영CC,동부권,대중제,27,20210728,114019,1,50.0,도민,통화
제주CC,제주시권,대중제,18,20210728,114147,1,50.0,도민,통화
에버리스CC,서부권,회원제,27,20210728,114255,1,50.0,도민,통화
한라산CC,제주시권,대중제,18,20210601,85725,1,40.0,도민,통화
더클래식CC,동부권,대중제,18,20210728,122302,1,40.0,도민,통화
에코랜드GC,동부권,대중제,27,20210728,134703,1,40.0,도민,통화
제주CC,제주시권,대중제,18,20210728,141131,2,40.0,도민,통화
한라산CC,제주시권,대중제,18,20210728,143332,2,50.0,도민,통화
에버리스CC,서부권,회원제,27,20210826,135744,1,40.0,도민,통화
라헨느CC,제주시권,회원제,18,20210826,141803,1,30.0,도민,통화
세인트포CC,동부권,대중제,36,20210826,141942,1,30.0,도민,통화
플라자CC제주,제주시권,대중제,9,20210826,142333,2,40.0,도민,통화
제주CC,제주시권,대중제,18,20210826,145243,2,50.0,도민,통화
부영CC,동부권,대중제,27,20210826,145353,2,50.0,도민,통화
플라자CC제주,제주시권,대중제,9,20210826,145425,2,50.0,도민,통화
제주CC,제주시권,대중제,18,20210826,153628,1,40.0,도민,통화
더클래식CC,동부권,대중제,18,20210826,153734,1,40.0,도민,통화
제주CC,제주시권,대중제,18,20210826,154551,1,50.0,도민,통화
크라운CC,동부권,회원제,27,20210602,90114,1,40.0,도민,통화
중문GC,서귀포권,대중제,18,20210826,154649,1,50.0,도민,통화
타미우스CC,서부권,회원제,27,20210826,154916,1,50.0,도민,통화
스프링데일CC,동부권,대중제,18,20210826,155000,1,50.0,도민,통화
중문GC,서귀포권,대중제,18,20210826,155041,1,20.0,도민,통화
한라산CC,제주시권,대중제,18,20210826,160313,1,40.0,도민,통화
우리들CC,서귀포권,대중제,18,20210826,161444,2,40.0,도민,통화
한라산CC,제주시권,대중제,18,20210826,162133,2,30.0,도민,통화
제주CC,제주시권,대중제,18,20210826,172553,1,50.0,도민,통화
더클래식CC,동부권,대중제,18,20210826,173503,1,50.0,도민,통화
크라운CC,동부권,회원제,27,20210602,90241,1,40.0,도민,통화
라온GC,서부권,대중제,27,20210826,173628,2,40.0,도민,통화
부영CC,동부권,대중제,27,20210826,180158,2,40.0,도민,통화
세인트포CC,동부권,대중제,36,20210826,185352,1,30.0,도민,통화
더클래식CC,동부권,대중제,18,20210826,194331,1,40.0,도민,통화
아덴힐GC,서부권,대중제,18,20210826,195119,1,50.0,비도민,통화
제주CC,제주시권,대중제,18,20210826,195658,1,50.0,도민,통화
중문GC,서귀포권,대중제,18,20210826,203156,1,40.0,도민,통화
중문GC,서귀포권,대중제,18,20210826,203203,1,40.0,도민,통화
제주CC,제주시권,대중제,18,20210826,204114,1,40.0,도민,통화
스프링데일CC,동부권,대중제,18,20210826,210710,2,50.0,도민,통화
중문GC,서귀포권,대중제,18,20210826,220427,1,50.0,도민,통화
플라자CC제주,제주시권,대중제,9,20210826,220922,1,50.0,도민,통화
더클래식CC,동부권,대중제,18,20210826,220933,1,50.0,도민,통화
중문GC,서귀포권,대중제,18,20210827,84419,1,40.0,도민,통화
제주CC,제주시권,대중제,18,20210827,90933,1,40.0,도민,통화
라온GC,서부권,대중제,27,20210827,91906,1,30.0,도민,통화
중문GC,서귀포권,대중제,18,20210827,92147,1,30.0,도민,통화
중문GC,서귀포권,대중제,18,20210827,92325,1,30.0,도민,통화
세인트포CC,동부권,대중제,36,20210827,92646,1,30.0,도민,통화
아덴힐GC,서부권,대중제,18,20210827,92858,1,30.0,도민,통화
타미우스CC,서부권,회원제,27,20210827,93002,1,30.0,도민,통화
라헨느CC,제주시권,회원제,18,20210827,93147,1,30.0,도민,통화
더클래식CC,동부권,대중제,18,20210827,93538,1,30.0,도민,통화
부영CC,동부권,대중제,27,20210827,93613,1,30.0,도민,통화
한라산CC,제주시권,대중제,18,20210827,94837,1,30.0,도민,통화
부영CC,동부권,대중제,27,20210827,100746,2,30.0,도민,통화
스프링데일CC,동부권,대중제,18,20210827,100932,2,30.0,도민,통화
우리들CC,서귀포권,대중제,18,20210827,101124,2,30.0,도민,통화
더클래식CC,동부권,대중제,18,20210827,101219,2,30.0,도민,통화
우리들CC,서귀포권,대중제,18,20210827,101320,2,30.0,도민,통화
제주CC,제주시권,대중제,18,20210827,101541,2,30.0,도민,통화
플라자CC제주,제주시권,대중제,9,20210827,101707,1,50.0,도민,통화
그린필드CC(구 제피로스),제주시권,회원제,18,20210827,101824,2,30.0,도민,통화
사이프러스CC,동부권,회원제+대중제,36,20210827,102233,2,30.0,도민,통화
오라CC ,제주시권,회원제+대중제,36,20210827,111221,1,40.0,도민,통화
오라CC ,제주시권,회원제+대중제,36,20210827,111229,1,40.0,도민,통화
더클래식CC,동부권,대중제,18,20210827,111314,1,40.0,도민,통화
오라CC ,제주시권,회원제+대중제,36,20210827,111334,1,40.0,도민,통화
오라CC ,제주시권,회원제+대중제,36,20210827,111411,1,40.0,도민,통화
라온GC,서부권,대중제,27,20210827,113029,2,40.0,도민,통화
중문GC,서귀포권,대중제,18,20210827,113431,2,40.0,도민,통화
아덴힐GC,서부권,대중제,18,20210827,114740,1,50.0,도민,통화
부영CC,동부권,대중제,27,20210827,114858,2,30.0,도민,통화
에버리스CC,서부권,회원제,27,20210827,115045,1,40.0,도민,통화
더클래식CC,동부권,대중제,18,20210827,115118,1,20.0,도민,통화
더클래식CC,동부권,대중제,18,20210827,115127,1,20.0,도민,통화
부영CC,동부권,대중제,27,20210827,115230,1,20.0,도민,통화
더클래식CC,동부권,대중제,18,20210827,115318,2,30.0,도민,통화
플라자CC제주,제주시권,대중제,9,20210827,115434,1,20.0,도민,통화
한라산CC,제주시권,대중제,18,20210827,120827,2,30.0,도민,통화
부영CC,동부권,대중제,27,20210827,122255,2,30.0,도민,통화
라온GC,서부권,대중제,27,20210827,124002,1,40.0,도민,통화
제주CC,제주시권,대중제,18,20210827,124735,1,30.0,도민,통화
제주CC,제주시권,대중제,18,20210827,125844,1,40.0,도민,통화
한라산CC,제주시권,대중제,18,20210827,125953,2,50.0,도민,통화
제주CC,제주시권,대중제,18,20210827,130044,1,40.0,도민,통화
크라운CC,동부권,회원제,27,20210827,130132,2,50.0,도민,통화
제주CC,제주시권,대중제,18,20210827,130152,1,40.0,도민,통화
제주CC,제주시권,대중제,18,20210827,130300,1,40.0,도민,통화
그린필드CC(구 제피로스),제주시권,회원제,18,20210827,131053,2,50.0,도민,통화
해비치CC,동부권,회원제+대중제,36,20210827,131219,1,40.0,도민,통화
제주CC,제주시권,대중제,18,20210602,91908,2,50.0,비도민,통화
오라CC ,제주시권,회원제+대중제,36,20210827,131410,1,40.0,도민,통화
더클래식CC,동부권,대중제,18,20210827,132030,2,50.0,도민,통화
타미우스CC,서부권,회원제,27,20210827,132047,2,50.0,도민,통화
에버리스CC,서부권,회원제,27,20210827,132139,1,40.0,도민,통화
라온GC,서부권,대중제,27,20210827,132311,2,50.0,도민,통화
라온GC,서부권,대중제,27,20210827,132905,1,40.0,도민,통화
타미우스CC,서부권,회원제,27,20210827,133325,2,50.0,도민,통화
제주CC,제주시권,대중제,18,20210827,133345,2,50.0,도민,통화
아덴힐GC,서부권,대중제,18,20210827,133507,2,50.0,도민,통화
부영CC,동부권,대중제,27,20210827,133740,2,50.0,도민,통화
라온GC,서부권,대중제,27,20210827,134155,2,50.0,도민,통화
에버리스CC,서부권,회원제,27,20210827,134706,1,40.0,도민,통화
에버리스CC,서부권,회원제,27,20210827,135820,2,50.0,도민,통화
타미우스CC,서부권,회원제,27,20210827,135854,2,50.0,도민,통화
더클래식CC,동부권,대중제,18,20210827,135906,1,40.0,도민,통화
한라산CC,제주시권,대중제,18,20210827,140149,1,40.0,도민,통화
라온GC,서부권,대중제,27,20210827,140158,2,50.0,도민,통화
제주CC,제주시권,대중제,18,20210827,140803,1,40.0,도민,통화
한라산CC,제주시권,대중제,18,20210827,142310,1,50.0,도민,통화
크라운CC,동부권,회원제,27,20210827,144100,1,30.0,도민,통화
크라운CC,동부권,회원제,27,20210827,145153,1,30.0,도민,통화
크라운CC,동부권,회원제,27,20210827,151440,1,40.0,도민,통화
제주CC,제주시권,대중제,18,20210827,152331,1,40.0,도민,통화
부영CC,동부권,대중제,27,20210827,152550,1,40.0,도민,통화
더클래식CC,동부권,대중제,18,20210827,152645,1,50.0,도민,통화
더클래식CC,동부권,대중제,18,20210827,152728,1,50.0,도민,통화
한라산CC,제주시권,대중제,18,20210827,152801,1,40.0,도민,통화
제주CC,제주시권,대중제,18,20210827,153055,1,40.0,도민,통화
중문GC,서귀포권,대중제,18,20210827,153154,1,50.0,도민,통화
부영CC,동부권,대중제,27,20210827,153157,1,40.0,도민,통화
플라자CC제주,제주시권,대중제,9,20210827,153716,1,40.0,도민,통화
더클래식CC,동부권,대중제,18,20210827,153734,1,40.0,도민,통화
크라운CC,동부권,회원제,27,20210827,155209,1,40.0,도민,통화
에버리스CC,서부권,회원제,27,20210827,155433,1,50.0,도민,통화
그린필드CC(구 제피로스),제주시권,회원제,18,20210827,155457,1,40.0,도민,통화
에버리스CC,서부권,회원제,27,20210827,155556,1,40.0,도민,통화
한라산CC,제주시권,대중제,18,20210827,155758,1,40.0,도민,통화
아덴힐GC,서부권,대중제,18,20210827,160942,1,50.0,도민,통화
에코랜드GC,동부권,대중제,27,20210827,165553,1,50.0,도민,통화
플라자CC제주,제주시권,대중제,9,20210827,171145,1,50.0,도민,통화
제주CC,제주시권,대중제,18,20210827,172504,1,50.0,도민,통화
아덴힐GC,서부권,대중제,18,20210827,172618,1,50.0,도민,통화
부영CC,동부권,대중제,27,20210827,173511,1,50.0,도민,통화
라온GC,서부권,대중제,27,20210827,174817,1,50.0,도민,통화
라온GC,서부권,대중제,27,20210827,181051,1,30.0,도민,통화
에코랜드GC,동부권,대중제,27,20210827,181340,1,30.0,도민,통화
중문GC,서귀포권,대중제,18,20210827,202128,2,50.0,도민,통화
중문GC,서귀포권,대중제,18,20210827,205223,1,40.0,도민,통화
중문GC,서귀포권,대중제,18,20210827,205313,1,40.0,도민,통화
플라자CC제주,제주시권,대중제,9,20210827,212712,2,40.0,도민,통화
라헨느CC,제주시권,회원제,18,20210828,10150,1,50.0,도민,통화
세인트포CC,동부권,대중제,36,20210828,10158,1,50.0,도민,통화
제주CC,제주시권,대중제,18,20210828,81905,1,40.0,도민,통화
부영CC,동부권,대중제,27,20210828,83438,1,40.0,도민,통화
플라자CC제주,제주시권,대중제,9,20210828,85407,1,50.0,도민,통화
아덴힐GC,서부권,대중제,18,20210602,93934,1,40.0,도민,통화
제주CC,제주시권,대중제,18,20210828,85553,1,50.0,도민,통화
플라자CC제주,제주시권,대중제,9,20210828,92025,2,40.0,도민,통화
부영CC,동부권,대중제,27,20210828,94129,1,40.0,도민,통화
스프링데일CC,동부권,대중제,18,20210828,94329,1,40.0,도민,통화
한라산CC,제주시권,대중제,18,20210828,95002,1,40.0,도민,통화
한라산CC,제주시권,대중제,18,20210828,95219,1,40.0,도민,통화
더클래식CC,동부권,대중제,18,20210828,95253,1,50.0,도민,통화
중문GC,서귀포권,대중제,18,20210828,95301,1,40.0,도민,통화
그린필드CC(구 제피로스),제주시권,회원제,18,20210602,94350,2,30.0,도민,통화
한라산CC,제주시권,대중제,18,20210828,95330,1,40.0,도민,통화
라온GC,서부권,대중제,27,20210828,95410,1,40.0,도민,통화
플라자CC제주,제주시권,대중제,9,20210828,95753,1,30.0,도민,통화
부영CC,동부권,대중제,27,20210828,95818,1,30.0,도민,통화
더클래식CC,동부권,대중제,18,20210828,95858,1,30.0,도민,통화
더클래식CC,동부권,대중제,18,20210828,100218,1,30.0,도민,통화
부영CC,동부권,대중제,27,20210828,100226,1,30.0,도민,통화
라온GC,서부권,대중제,27,20210828,100227,2,40.0,도민,통화
더클래식CC,동부권,대중제,18,20210828,100333,1,30.0,도민,통화
중문GC,서귀포권,대중제,18,20210602,94902,1,40.0,도민,통화
라온GC,서부권,대중제,27,20210828,103955,1,50.0,도민,통화
제주CC,제주시권,대중제,18,20210828,105431,1,60.0,도민,통화
제주CC,제주시권,대중제,18,20210828,110124,1,40.0,도민,통화
더클래식CC,동부권,대중제,18,20210828,110549,2,40.0,도민,통화
제주CC,제주시권,대중제,18,20210828,113912,1,40.0,도민,통화
한라산CC,제주시권,대중제,18,20210828,114028,1,40.0,도민,통화
더클래식CC,동부권,대중제,18,20210602,94928,1,40.0,도민,통화
스프링데일CC,동부권,대중제,18,20210828,114053,1,40.0,도민,통화
제주CC,제주시권,대중제,18,20210828,114153,1,40.0,도민,통화
제주CC,제주시권,대중제,18,20210828,114741,1,40.0,도민,통화
더클래식CC,동부권,대중제,18,20210828,114843,1,40.0,도민,통화
더클래식CC,동부권,대중제,18,20210828,114859,1,40.0,도민,통화
아덴힐GC,서부권,대중제,18,20210828,114937,1,40.0,도민,통화
부영CC,동부권,대중제,27,20210828,121233,1,40.0,도민,통화
더클래식CC,동부권,대중제,18,20210828,123604,2,40.0,도민,통화
에코랜드GC,동부권,대중제,27,20210828,132712,1,40.0,비도민,통화
중문GC,서귀포권,대중제,18,20210828,133544,1,60.0,도민,통화
제주CC,제주시권,대중제,18,20210602,95002,1,40.0,도민,통화
제주CC,제주시권,대중제,18,20210828,133830,1,40.0,도민,통화
부영CC,동부권,대중제,27,20210828,133933,1,40.0,도민,통화
중문GC,서귀포권,대중제,18,20210828,134410,1,60.0,도민,통화
그린필드CC(구 제피로스),제주시권,회원제,18,20210828,135748,1,30.0,도민,통화
부영CC,동부권,대중제,27,20210828,135918,1,30.0,도민,통화
라온GC,서부권,대중제,27,20210828,135931,1,40.0,도민,통화
아덴힐GC,서부권,대중제,18,20210828,140026,1,40.0,도민,통화
플라자CC제주,제주시권,대중제,9,20210828,140640,2,30.0,도민,통화
에버리스CC,서부권,회원제,27,20210828,140953,1,40.0,도민,통화
아덴힐GC,서부권,대중제,18,20210920,84058,1,40.0,도민,통화
스프링데일CC,동부권,대중제,18,20210604,145559,1,20.0,도민,통화
샤인빌CC,동부권,대중제,18,20210920,84542,2,40.0,도민,통화
에코랜드GC,동부권,대중제,27,20210920,91952,1,60.0,도민,통화
스프링데일CC,동부권,대중제,18,20210920,92702,1,40.0,도민,통화
부영CC,동부권,대중제,27,20210920,93306,1,50.0,도민,통화
더클래식CC,동부권,대중제,18,20210920,93633,1,50.0,도민,통화
플라자CC제주,제주시권,대중제,9,20210920,101349,1,50.0,도민,통화
엘리시안CC,서부권,회원제+대중제,36,20210920,101453,1,60.0,도민,통화
더클래식CC,동부권,대중제,18,20210920,101634,1,60.0,도민,통화
라온GC,서부권,대중제,27,20210604,145658,1,40.0,도민,통화
부영CC,동부권,대중제,27,20210920,103136,1,60.0,도민,통화
더클래식CC,동부권,대중제,18,20210920,103327,1,60.0,도민,통화
부영CC,동부권,대중제,27,20210920,111530,2,30.0,도민,통화
샤인빌CC,동부권,대중제,18,20210920,112436,1,50.0,도민,통화
샤인빌CC,동부권,대중제,18,20210920,115205,1,50.0,도민,통화
타미우스CC,서부권,회원제,27,20210920,120013,1,30.0,도민,통화
에버리스CC,서부권,회원제,27,20210920,120750,2,30.0,비도민,통화
더클래식CC,동부권,대중제,18,20210920,124603,1,30.0,도민,통화
더클래식CC,동부권,대중제,18,20210920,124615,1,30.0,도민,통화
제주CC,제주시권,대중제,18,20210920,124827,1,40.0,도민,통화
우리들CC,서귀포권,대중제,18,20210527,152852,1,50.0,도민,통화
더클래식CC,동부권,대중제,18,20210604,154435,1,50.0,도민,통화
플라자CC제주,제주시권,대중제,9,20210920,125316,2,40.0,도민,통화
부영CC,동부권,대중제,27,20210920,130630,1,50.0,도민,통화
에버리스CC,서부권,회원제,27,20210920,131150,1,30.0,도민,통화
플라자CC제주,제주시권,대중제,9,20210920,131726,1,50.0,도민,통화
그린필드CC(구 제피로스),제주시권,회원제,18,20210920,132017,1,50.0,도민,통화
에버리스CC,서부권,회원제,27,20210920,132252,1,50.0,도민,통화
제주CC,제주시권,대중제,18,20210604,154526,1,50.0,도민,통화
부영CC,동부권,대중제,27,20210920,143237,1,50.0,도민,통화
에버리스CC,서부권,회원제,27,20210920,145832,1,40.0,도민,통화
부영CC,동부권,대중제,27,20210920,150059,1,40.0,도민,통화
제주CC,제주시권,대중제,18,20210920,155116,2,50.0,도민,통화
더클래식CC,동부권,대중제,18,20210604,154734,1,50.0,도민,통화
더클래식CC,동부권,대중제,18,20210920,162202,1,40.0,도민,통화
한라산CC,제주시권,대중제,18,20210920,164019,1,40.0,도민,통화
플라자CC제주,제주시권,대중제,9,20210920,170105,1,40.0,도민,통화
부영CC,동부권,대중제,27,20210920,174202,1,50.0,도민,통화
라헨느CC,제주시권,회원제,18,20210920,182805,2,40.0,도민,통화
세인트포CC,동부권,대중제,36,20210920,182820,2,40.0,도민,통화
부영CC,동부권,대중제,27,20210920,202735,1,40.0,도민,통화
라온GC,서부권,대중제,27,20210921,70008,2,40.0,도민,통화
제주CC,제주시권,대중제,18,20210604,155009,1,50.0,도민,통화
부영CC,동부권,대중제,27,20210604,155242,1,50.0,도민,통화
더클래식CC,동부권,대중제,18,20210604,161033,1,50.0,도민,통화
에버리스CC,서부권,회원제,27,20210921,94545,2,30.0,비도민,통화
타미우스CC,서부권,회원제,27,20210921,94547,1,40.0,도민,통화
중문GC,서귀포권,대중제,18,20210921,95204,1,40.0,도민,통화
크라운CC,동부권,회원제,27,20210921,95402,1,40.0,도민,통화
크라운CC,동부권,회원제,27,20210921,95405,1,40.0,도민,통화
더클래식CC,동부권,대중제,18,20210921,95454,1,30.0,도민,통화
해비치CC,동부권,회원제+대중제,36,20210921,95459,1,40.0,도민,통화
부영CC,동부권,대중제,27,20210921,95531,1,30.0,도민,통화
더클래식CC,동부권,대중제,18,20210921,95551,1,40.0,도민,통화
더클래식CC,동부권,대중제,18,20210604,161117,1,50.0,도민,통화
더클래식CC,동부권,대중제,18,20210921,95628,1,40.0,도민,통화
더클래식CC,동부권,대중제,18,20210921,95740,1,40.0,도민,통화
샤인빌CC,동부권,대중제,18,20210921,95816,1,40.0,도민,통화
제주CC,제주시권,대중제,18,20210921,103048,2,50.0,도민,통화
그린필드CC(구 제피로스),제주시권,회원제,18,20210921,105234,1,30.0,도민,통화
제주CC,제주시권,대중제,18,20210921,110340,2,40.0,도민,통화
그린필드CC(구 제피로스),제주시권,회원제,18,20210921,110351,1,30.0,도민,통화
더클래식CC,동부권,대중제,18,20210921,110500,2,40.0,도민,통화
더클래식CC,동부권,대중제,18,20210921,110514,2,40.0,도민,통화
플라자CC제주,제주시권,대중제,9,20210921,110732,2,40.0,도민,통화
플라자CC제주,제주시권,대중제,9,20210604,161415,1,50.0,도민,통화
샤인빌CC,동부권,대중제,18,20210921,111248,2,40.0,도민,통화
에버리스CC,서부권,회원제,27,20210921,111314,2,30.0,도민,통화
해비치CC,동부권,회원제+대중제,36,20210921,114942,1,40.0,도민,통화
제주CC,제주시권,대중제,18,20210921,115048,1,40.0,도민,통화
부영CC,동부권,대중제,27,20210921,115553,1,40.0,도민,통화
플라자CC제주,제주시권,대중제,9,20210921,120024,1,40.0,도민,통화
플라자CC제주,제주시권,대중제,9,20210921,120220,1,40.0,도민,통화
엘리시안CC,서부권,회원제+대중제,36,20210921,121703,1,60.0,도민,통화
한라산CC,제주시권,대중제,18,20210921,123408,1,50.0,도민,통화
우리들CC,서귀포권,대중제,18,20210921,123807,2,50.0,도민,통화
플라자CC제주,제주시권,대중제,9,20210921,125304,1,40.0,도민,통화
크라운CC,동부권,회원제,27,20210921,130949,1,40.0,도민,통화
크라운CC,동부권,회원제,27,20210921,131101,1,40.0,도민,통화
더클래식CC,동부권,대중제,18,20210527,160915,1,40.0,도민,통화
아덴힐GC,서부권,대중제,18,20210921,132044,2,40.0,도민,통화
한라산CC,제주시권,대중제,18,20210921,132107,1,50.0,도민,통화
제주CC,제주시권,대중제,18,20210921,132217,2,40.0,도민,통화
샤인빌CC,동부권,대중제,18,20210921,134637,1,50.0,도민,통화
더클래식CC,동부권,대중제,18,20210921,134737,1,30.0,도민,통화
라온GC,서부권,대중제,27,20210921,135102,2,30.0,도민,통화
샤인빌CC,동부권,대중제,18,20210921,135623,1,50.0,도민,통화
제주CC,제주시권,대중제,18,20210921,135912,1,20.0,도민,통화
해비치CC,동부권,회원제+대중제,36,20210921,141222,1,40.0,도민,통화
중문GC,서귀포권,대중제,18,20210921,141931,1,40.0,도민,통화
중문GC,서귀포권,대중제,18,20210921,150314,1,40.0,도민,통화
샤인빌CC,동부권,대중제,18,20210921,150520,1,40.0,도민,통화
한라산CC,제주시권,대중제,18,20210921,151743,1,40.0,도민,통화
크라운CC,동부권,회원제,27,20210921,151842,1,40.0,도민,통화
라온GC,서부권,대중제,27,20210921,151956,1,40.0,도민,통화
중문GC,서귀포권,대중제,18,20210921,152117,1,40.0,도민,통화
해비치CC,동부권,회원제+대중제,36,20210921,152245,1,40.0,도민,통화
부영CC,동부권,대중제,27,20210604,164702,1,40.0,도민,통화
부영CC,동부권,대중제,27,20210921,154750,1,30.0,도민,통화
더클래식CC,동부권,대중제,18,20210921,154835,1,30.0,도민,통화
